Timestamp,Latitude,Longitude,Elevation,Minutes,Seconds,Distance,TimeDif,cumDistance
16:04:42,39.459084,-0.354012,15.0,0.0,0,0.0,0.0,0.0
16:04:43,39.459121,-0.353996,15.0,0.01666666666665151,1,0.0043374615357617595,1.0,0.0043374615357617595
16:04:44,39.459156,-0.35398,15.0,0.03333333333330302,2,0.0041271188169081565,1.0,0.008464580352669917
16:04:45,39.459191,-0.353965,15.0,0.049999999999954525,3,0.004099344458769038,1.0,0.012563924811438955
16:04:46,39.459225,-0.35395,15.0,0.06666666666660603,4,0.003993931127666585,1.0,0.01655785593910554
16:04:47,39.459259,-0.353935,15.0,0.08333333333325754,5,0.003993930924180129,1.0,0.020551786863285668
16:04:48,39.459294,-0.353922,15.0,0.09999999999990905,6,0.004048688445201038,1.0,0.024600475308486705
16:04:49,39.459329,-0.353908,15.0,0.11666666666667425,7,0.004073190059745741,1.0,0.028673665368232445
16:04:50,39.459365,-0.353896,15.0,0.13333333333332575,8,0.004133458878568393,1.0,0.03280712424680084
16:04:51,39.459402,-0.353884,15.0,0.14999999999997726,9,0.004241235191094536,1.0,0.037048359437895376
16:04:52,39.459439,-0.353871,15.0,0.16666666666662877,10,0.004262902047451229,1.0,0.041311261485346605
16:04:53,39.459476,-0.353859,15.0,0.18333333333328028,11,0.004241234925056311,1.0,0.04555249641040292
16:04:54,39.459515,-0.353847,15.0,0.1999999999999318,12,0.0044572915444591,1.0,0.050009787954862016
16:04:55,39.459555,-0.353836,15.0,0.2166666666665833,13,0.004546945080955108,1.0,0.05455673303581712
16:04:56,39.459595,-0.353827,15.0,0.2333333333332348,14,0.004514409749344535,1.0,0.05907114278516166
16:04:57,39.459636,-0.353818,15.0,0.25,15,0.004624003021503573,1.0,0.06369514580666523
16:04:58,39.459676,-0.353813,15.0,0.2666666666666515,16,0.0044684624350225,1.0,0.06816360824168773
16:04:59,39.459717,-0.353808,15.0,0.283333333333303,17,0.004579155551512749,1.0,0.07274276379320048
16:05:00,39.459757,-0.353809,15.0,0.2999999999999545,18,0.004448625522393302,1.0,0.07719138931559379
16:05:01,39.459798,-0.35381,15.0,0.31666666666660603,19,0.004559800243797981,1.0,0.08175118955939177
16:05:02,39.459838,-0.353817,15.0,0.33333333333325754,20,0.004488211485211751,1.0,0.08623940104460352
16:05:03,39.459879,-0.353824,15.0,0.34999999999990905,21,0.004598429206625009,1.0,0.09083783025122853
16:05:04,39.45992,-0.353837,15.0,0.36666666666667425,22,0.00469361076013143,1.0,0.09553144101135996
16:05:05,39.459961,-0.35385,15.0,0.38333333333332575,23,0.004693610604500519,1.0,0.10022505161586048
16:05:06,39.460001,-0.353866,15.0,0.39999999999997726,24,0.004655070455493456,1.0,0.10488012207135394
16:05:07,39.460041,-0.353882,15.0,0.41666666666662877,25,0.0046550702225642265,1.0,0.10953519229391817
16:05:08,39.46008,-0.353899,15.0,0.4333333333332803,26,0.004575599794136373,1.0,0.11411079208805454
16:05:09,39.460119,-0.353916,15.0,0.4499999999999318,27,0.0045755995333047455,1.0,0.11868639162135929
16:05:10,39.460156,-0.35393,15.0,0.4666666666665833,28,0.004286175902255217,1.0,0.1229725675236145
16:05:11,39.460192,-0.353943,15.0,0.4833333333332348,29,0.004155684316666041,1.0,0.12712825184028054
16:05:12,39.460229,-0.353953,15.0,0.5,30,0.004202827877392168,1.0,0.13133107971767272
16:05:13,39.460264,-0.353962,15.0,0.5166666666666515,31,0.003967778595059295,1.0,0.135298858312732
16:05:14,39.4603,-0.353963,15.0,0.533333333333303,32,0.004003937830913357,1.0,0.13930279614364535
16:05:15,39.460336,-0.353964,14.0,0.5499999999999545,33,0.004003937830668372,1.0,0.14330673397431373
16:05:16,39.460371,-0.353953,14.0,0.566666666666606,34,0.004004756135959174,1.0,0.14731149011027292
16:05:17,39.460407,-0.353941,14.0,0.5833333333332575,35,0.004133455034072758,1.0,0.15144494514434567
16:05:18,39.46044,-0.353915,14.0,0.599999999999909,36,0.004294992011191855,1.0,0.15573993715553752
16:05:19,39.460473,-0.353889,14.0,0.6166666666666742,37,0.004294991461209576,1.0,0.1600349286167471
16:05:20,39.460502,-0.353852,14.0,0.6333333333333258,38,0.004526378460965002,1.0,0.1645613070777121
16:05:21,39.460532,-0.353816,14.0,0.6499999999999773,39,0.004547479340876517,1.0,0.16910878641858862
16:05:22,39.460558,-0.353773,14.0,0.6666666666666288,40,0.004688884001307023,1.0,0.17379767041989563
16:05:23,39.460585,-0.35373,14.0,0.6833333333332803,41,0.00475824876654941,1.0,0.17855591918644503
16:05:24,39.46061,-0.353686,14.0,0.6999999999999318,42,0.004690014126056889,1.0,0.1832459333125019
16:05:25,39.460636,-0.353642,14.0,0.7166666666665833,43,0.00475676381034371,1.0,0.18800269712284562
16:05:26,39.460661,-0.353598,14.0,0.7333333333332348,44,0.0046900118968575015,1.0,0.19269270901970312
16:05:27,39.460686,-0.353554,14.0,0.75,45,0.0046900108045347146,1.0,0.19738271982423783
16:05:28,39.460711,-0.353513,14.0,0.7666666666666515,46,0.004485177574924042,1.0,0.20186789739916186
16:05:29,39.460736,-0.353471,14.0,0.783333333333303,47,0.0045528591114462925,1.0,0.20642075651060815
16:05:30,39.460762,-0.353433,14.0,0.7999999999999545,48,0.0043589758838846636,1.0,0.21077973239449282
16:05:31,39.460789,-0.353395,14.0,0.816666666666606,49,0.004433505516316562,1.0,0.21521323791080937
16:05:32,39.460817,-0.353364,14.0,0.8333333333332575,50,0.004095882886032092,1.0,0.21930912079684148
16:05:33,39.460846,-0.353334,14.0,0.849999999999909,51,0.004126916857146457,1.0,0.22343603765398792
16:05:34,39.460879,-0.353311,14.0,0.8666666666666742,52,0.004166952752840015,1.0,0.22760299040682794
16:05:35,39.460912,-0.353289,14.0,0.8833333333333258,53,0.004126964905678125,1.0,0.23172995531250606
16:05:36,39.460948,-0.353273,14.0,0.8999999999999773,54,0.004232124612835391,1.0,0.23596207992534146
16:05:37,39.460984,-0.353257,14.0,0.9166666666666288,55,0.0042321243822510445,1.0,0.2401942043075925
16:05:38,39.461017,-0.353237,14.0,0.9333333333332803,56,0.004051264776470597,1.0,0.2442454690840631
16:05:39,39.46105,-0.353217,14.0,0.9499999999999318,57,0.004051264431462213,1.0,0.24829673351552534
16:05:40,39.461082,-0.353195,14.0,0.9666666666665833,58,0.004028416759970253,1.0,0.25232515027549557
16:05:41,39.461114,-0.353174,14.0,0.9833333333332348,59,0.003988888070608521,1.0,0.2563140383461041
16:05:42,39.461149,-0.353156,14.0,1.0,60,0.004187381238336722,1.0,0.26050141958444084
16:05:43,39.461184,-0.353138,14.0,1.0166666666666515,61,0.004187380951577643,1.0,0.2646888005360185
16:05:44,39.461221,-0.353123,14.0,1.033333333333303,62,0.004311031106824995,1.0,0.2689998316428435
16:05:45,39.461258,-0.353107,14.0,1.0499999999999545,63,0.0043374481797318195,1.0,0.27333727982257533
16:05:46,39.461295,-0.353094,14.0,1.066666666666606,64,0.004262894255532956,1.0,0.2776001740781083
16:05:47,39.461333,-0.353081,14.0,1.0833333333332575,65,0.004370307709282405,1.0,0.2819704817873907
16:05:48,39.461371,-0.353072,14.0,1.099999999999909,66,0.00429546647922631,1.0,0.286265948266617
16:05:49,39.46141,-0.353063,14.0,1.1166666666666742,67,0.0044048931450460654,1.0,0.29067084141166305
16:05:50,39.461448,-0.353055,14.0,1.1333333333333258,68,0.004280857627790385,1.0,0.29495169903945345
16:05:51,39.461486,-0.353046,14.0,1.1499999999999773,69,0.004295466250296207,1.0,0.29924716528974965
16:05:52,39.461523,-0.353034,14.0,1.1666666666666288,70,0.00424122756577413,1.0,0.30348839285552376
16:05:53,39.46156,-0.353022,14.0,1.1833333333332803,71,0.004241227432753387,1.0,0.30772962028827716
16:05:54,39.461596,-0.35301,14.0,1.1999999999999318,72,0.004133450649328227,1.0,0.3118630709376054
16:05:55,39.461633,-0.352997,14.0,1.2166666666665833,73,0.004262892836643863,1.0,0.3161259637742493
16:05:56,39.461669,-0.352984,14.0,1.2333333333332348,74,0.00415567795642938,1.0,0.3202816417306787
16:05:57,39.461705,-0.352972,14.0,1.25,75,0.004133450246551129,1.0,0.32441509197722984
16:05:58,39.461742,-0.352959,14.0,1.2666666666666515,76,0.004262892379070842,1.0,0.3286779843563007
16:05:59,39.46178,-0.352947,14.0,1.283333333333303,77,0.004349175418232425,1.0,0.3330271597745331
16:06:00,39.461817,-0.352932,13.0,1.2999999999999545,78,0.004311027813696748,1.0,0.33733818758822987
16:06:01,39.461855,-0.352917,13.0,1.316666666666606,79,0.004417270921493149,1.0,0.341755458509723
16:06:02,39.461895,-0.352904,13.0,1.3333333333332575,80,0.004585673562060838,1.0,0.34634113207178385
16:06:03,39.461935,-0.352891,13.0,1.349999999999909,81,0.0045856734059647975,1.0,0.3509268054777486
16:06:04,39.461973,-0.352876,13.0,1.3666666666666742,82,0.00441727028572226,1.0,0.3553440757634709
16:06:05,39.462012,-0.352861,13.0,1.3833333333333258,83,0.0045237514235618795,1.0,0.35986782718703275
16:06:06,39.462049,-0.352843,13.0,1.3999999999999773,84,0.004394833424759041,1.0,0.3642626606117918
16:06:07,39.462085,-0.352824,13.0,1.4166666666666288,85,0.004322574027771441,1.0,0.3685852346395632
16:06:08,39.46212,-0.352807,13.0,1.4333333333332803,86,0.004156459097478946,1.0,0.3727416937370422
16:06:09,39.462156,-0.35279,14.0,1.4499999999999318,87,0.004260753007539715,1.0,0.3770024467445819
16:06:10,39.462187,-0.352772,14.0,1.4666666666665833,88,0.0037775537038349815,1.0,0.38078000044841687
16:06:11,39.462219,-0.352754,14.0,1.4833333333332348,89,0.0038792862043000535,1.0,0.3846592866527169
16:06:12,39.462243,-0.352728,14.0,1.5,90,0.0034790524147530104,1.0,0.3881383390674699
16:06:13,39.462268,-0.352703,14.0,1.5166666666666515,91,0.0035119504037974363,1.0,0.39165028947126734
16:06:14,39.462282,-0.352665,14.0,1.533333333333303,92,0.003614600181245765,1.0,0.3952648896525131
16:06:15,39.462297,-0.352627,14.0,1.5499999999999545,93,0.00366386340800283,1.0,0.39892875306051595
16:06:16,39.462299,-0.352578,14.0,1.566666666666606,94,0.00421239036058303,1.0,0.40314114342109897
16:06:17,39.462301,-0.352528,14.0,1.5833333333332575,95,0.004298120166961088,1.0,0.40743926358806004
16:06:18,39.462291,-0.352473,14.0,1.599999999999909,96,0.004850766248478763,1.0,0.4122900298365388
16:06:19,39.462281,-0.352417,14.0,1.6166666666666742,97,0.004934367476588132,1.0,0.41722439731312694
16:06:20,39.462265,-0.352361,13.0,1.6333333333333258,98,0.005126092435214389,1.0,0.42235048974834133
16:06:21,39.462248,-0.352304,13.0,1.6499999999999773,99,0.0052457258699363475,1.0,0.42759621561827765
16:06:22,39.46223,-0.35225,13.0,1.6666666666666288,100,0.005049383246932368,1.0,0.43264559886521003
16:06:23,39.462212,-0.352196,13.0,1.6833333333332803,101,0.005049384347640818,1.0,0.43769498321285083
16:06:24,39.462193,-0.352145,13.0,1.6999999999999318,102,0.004861305883991022,1.0,0.44255628909684186
16:06:25,39.462174,-0.352094,13.0,1.7166666666665833,103,0.0048613069607425655,1.0,0.4474175960575844
16:06:26,39.462157,-0.352046,13.0,1.7333333333332348,104,0.004533570343985824,1.0,0.45195116640157024
16:06:27,39.46214,-0.351997,13.0,1.75,105,0.004611739087045975,1.0,0.4565629054886162
16:06:28,39.462125,-0.35195,13.0,1.7666666666666515,106,0.004365985617989082,1.0,0.4609288911066053
16:06:29,39.462109,-0.351903,13.0,1.783333333333303,107,0.004409663403498902,1.0,0.4653385545101042
16:06:30,39.462096,-0.351856,13.0,1.7999999999999545,108,0.004285958818621654,1.0,0.46962451332872585
16:06:31,39.462083,-0.35181,13.0,1.816666666666606,109,0.004205241730156744,1.0,0.4738297550588826
16:06:32,39.46207,-0.351764,13.0,1.8333333333332575,110,0.0042052424225690775,1.0,0.4780349974814517
16:06:33,39.462058,-0.351717,13.0,1.849999999999909,111,0.004249747429437224,1.0,0.4822847449108889
